Image_Name,Spike_Label,Area,MajorAxis,MinorAxes,Orientation,Eccentricity,Perimeter,Red_mean,Red_min,Red_max,Green_mean,Green_min,Green_max,Blue_mean,Blue_min,Blue_max,L_mean,L_min,L_max,a_mean,a_min,a_max,b_mean,b_min,b_max,H_mean,H_min,H_max,S_mean,S_min,S_max,V_mean,V_min,V_max,Red_p25,Red_p50,Red_p75,Red_Mean,Red_sd,Red_Min,Red_Max,Green_p25,Green_p50,Green_p75,Green_Mean,Green_sd,Green_Min,Green_Max,Blue_p25,Blue_p50,Blue_p75,Blue_Mean,Blue_sd,Blue_Min,Blue_Max,L_p25,L_p50,L_p75,L_Mean,L_sd,L_Min,L_Max,a_p25_pos,a_p50_pos,a_p75_pos,a_Mean_pos,a_sd_pos,a_Min_pos,a_Max_pos,a_p25_neg,a_p50_neg,a_p75_neg,a_Mean_neg,a_sd_neg,a_Min_neg,a_Max_neg,b_p25_pos,b_p50_pos,b_p75_pos,b_Mean_pos,b_sd_pos,b_Min_pos,b_Max_pos,b_p25_neg,b_p50_neg,b_p75_neg,b_Mean_neg,b_sd_neg,b_Min_neg,b_Max_neg,H_p25,H_p50,H_p75,H_Mean,H_sd,H_Min,H_Max,S_p25,S_p50,S_p75,S_Mean,S_sd,S_Min,S_Max,V_p25,V_p50,V_p75,V_Mean,V_sd,V_Min,V_Max,Circularity,SpykLength
S2p01T5R1.tif,2,1169234,1706.3952763915138,914.1513328528257,-0.003906054880784918,0.8443952234278284,5195.319118070367,217.90707420413707,4.0,255.0,197.1173426362901,18.0,255.0,184.85633756801462,2.0,255.0,80.46920536864583,6.740984704583507,100.0,6.364218560614115,-16.50330189977034,38.872590224374726,9.133815463267908,-41.56839725512393,64.74032582919989,0.47088849606034316,0.0,0.9967320261437909,0.17192764435298982,0.0,0.9884393063583815,0.8581670547035204,0.08235294117647059,1.0,231.0,241.0,249.0,217.90707420413707,57.07721853848681,4.0,255.0,174.0,229.0,241.0,197.1173426362901,58.84327312024401,18.0,255.0,115.0,231.0,243.0,184.85633756801462,68.49260966614561,2.0,255.0,75.63969057926263,91.48654578991864,95.70205819589806,80.46920536864583,21.94323380101485,6.740984704583507,100.0,2.3676631504038204,3.4679685207957,11.49014806179803,6.485167266137396,5.907329130109824,0.0009265366803790087,38.872590224374726,-1.2544415618649176,-0.3773172723129381,-0.0932727491099461,-0.9885320655301147,5.907329130109824,-16.50330189977034,-3.314074903393305e-06,0.8420876287035473,2.885745570877085,38.66111560079706,16.679675009486214,18.400684591667105,5.4265610149872856e-05,64.74032582919989,-2.773497773652678,-1.229754759243562,-0.4869323101702516,-2.3037221707478226,18.400684591667105,-41.56839725512393,-7.426851281744362e-05,0.0793010752688172,0.7083333333333343,0.9259259259259262,0.5128132228211763,0.41187970251116257,0.003086419753086409,0.9967320261437909,0.028340080971659933,0.04365079365079372,0.3277310924369748,0.1720574341614714,0.2045044761288993,0.0039215686274509665,0.9884393063583815,0.9058823529411765,0.9490196078431372,0.9764705882352941,0.8581670547035204,0.21880388865734296,0.08235294117647059,1.0,0.5443607978281766,686
S2p01T5R1.tif,3,191640,3404.929334546688,105.77399611739898,1.5140405176512646,0.9995173676399565,12579.414423823091,111.47396681277395,7.0,243.0,109.3200532247965,16.0,232.0,87.67542266750156,3.0,215.0,45.32304697842483,6.740984704583507,92.06174849386362,-2.8144269495270735,-24.378783913335756,35.50579189012468,12.445861618244098,-27.007868070150142,64.4264479621992,0.20859480438518585,0.0,0.9975845410628019,0.25988725580080024,0.0,0.9794520547945206,0.4484614943869429,0.08235294117647059,0.9529411764705882,84.0,113.0,140.0,111.47396681277395,41.5881333448585,7.0,243.0,82.0,112.0,137.0,109.3200532247965,39.58815653762724,16.0,232.0,56.0,87.0,116.0,87.67542266750156,39.81657240019117,3.0,215.0,34.729345670951936,46.65577964132161,56.77613041988211,45.32304697842483,16.21818687216054,6.740984704583507,92.06174849386362,1.1152093595203638,2.4936936762873785,4.548258641066005,3.490264617967018,3.541838805704153,8.990772282224668e-05,35.50579189012468,-6.881488675204772,-4.5870877131262695,-2.4813917482806036,-4.927645742823108,3.541838805704153,-24.378783913335756,-1.198410126690419e-05,7.916318795985763,12.879332997727388,18.431813698431988,13.760685457475018,7.962009756986879,0.0001632938338547163,64.4264479621992,-4.201575205830338,-3.285598977583243,-1.6188953608664125,-3.1820821965199855,7.962009756986879,-27.007868070150142,-0.0006622272425427234,0.1277777777777778,0.16666666666666666,0.2117117117117117,0.20984418979825098,0.16495378281980397,0.0029239766081871447,0.9975845410628019,0.14130434782608692,0.23076923076923073,0.35211267605633806,0.2600419457497434,0.15753135552963674,0.004950495049504933,0.9794520547945206,0.3411764705882353,0.4549019607843137,0.5568627450980392,0.4484614943869429,0.15853057840822427,0.08235294117647059,0.9529411764705882,0.015218616603600509,3443
S2p01T5R1.tif,4,153333,2699.999568657609,144.96585274317405,1.5405024587333778,0.99855759449476,10285.974598153804,103.51789243020093,7.0,249.0,100.62192743897269,16.0,240.0,81.82874527988105,9.0,230.0,41.9362476698492,6.740984704583507,94.40960080089161,-2.069297970052735,-23.79075831924776,31.567137031458635,11.106331187976712,-26.86901325028571,58.11137319568389,0.2119272448867023,0.0,0.9963768115942029,0.25350095491542457,0.0,0.9174311926605505,0.4157987299972391,0.08235294117647059,0.9764705882352941,76.0,103.0,129.0,103.51789243020093,40.57644693057245,7.0,249.0,75.0,101.0,126.0,100.62192743897269,37.797622076312656,16.0,240.0,52.0,79.0,107.0,81.82874527988105,38.15280175771457,9.0,230.0,31.424032786656113,42.34313860915866,52.46773094816352,41.9362476698492,15.664272688945596,6.740984704583507,94.40960080089161,1.1163926178872767,2.482474555015879,4.490873687044386,3.354382005667555,3.2160046389150696,9.491896379998366e-05,31.567137031458635,-6.17056117284219,-3.8662869822031487,-2.0179992872584873,-4.364255137507586,3.2160046389150696,-23.79075831924776,-0.0002517493492837364,6.7559947195353685,11.383742618953253,17.094442192356716,12.553642595586599,7.766395892836009,0.0007596010343613457,58.11137319568389,-4.159482377875534,-3.0945464728371785,-1.411078319126574,-3.098818969023838,7.766395892836009,-26.86901325028571,-7.426851281744362e-05,0.1203703703703704,0.15972222222222215,0.21153846153846148,0.2135273106253793,0.1793275852784798,0.0031446540880503034,0.9963768115942029,0.13333333333333333,0.22429906542056074,0.3464052287581699,0.253671356262134,0.155836542110725,0.0053191489361703445,0.9174311926605505,0.30980392156862746,0.4117647058823529,0.5137254901960784,0.4157987299972391,0.1546600165304392,0.08235294117647059,0.9764705882352941,0.018211872531155988,2645
S2p01T5R1.tif,5,238517,3340.5026866183134,224.73440252415915,1.527446842949515,0.9977344288051478,15028.66961675653,112.94543365881677,7.0,253.0,100.66022966916404,16.0,240.0,85.70459547956749,3.0,225.0,42.91010500113144,6.740984704583507,94.95988206387439,2.5423499289228513,-20.217023080859985,35.48162074646799,10.32050839214569,-35.25801968173168,58.18124072372971,0.192496882430194,0.0,0.9965277777777778,0.2629889792996554,0.0,0.9785714285714286,0.44610765196413427,0.08235294117647059,0.9921568627450981,83.0,114.0,142.0,112.94543365881677,42.83919972892935,7.0,253.0,73.0,102.0,127.0,100.66022966916404,39.085055225719,16.0,240.0,56.0,85.0,113.0,85.70459547956749,38.09818530558917,3.0,225.0,31.716199720630385,43.954804487018066,54.1009077779768,42.91010500113144,16.21518048520231,6.740984704583507,94.95988206387439,2.349644768054736,4.587770150521795,7.601516029063768,5.372108605208909,3.94388317097222,9.491896379998366e-05,35.48162074646799,-4.1375760759215225,-2.536099807039116,-1.2091297344384162,-2.894116550535929,3.94388317097222,-20.217023080859985,-0.0002517493492837364,6.576580259884945,10.872075338349617,15.781218807543684,11.79622202014575,7.160142576364755,0.00018676829477426438,58.18124072372971,-4.212503263289912,-3.1718191718489885,-1.485971564357913,-3.113248812186106,7.160142576364755,-35.25801968173168,-1.5463507829771572e-05,0.07407407407407411,0.10810810810810816,0.16666666666666666,0.19526311743147667,0.24036152603616223,0.002777777777777778,0.9965277777777778,0.14772727272727268,0.23762376237623764,0.3525179856115108,0.2631478496961313,0.1523154915949017,0.004444444444444429,0.9785714285714286,0.32941176470588235,0.44705882352941173,0.5568627450980392,0.44610765196413427,0.16576953257397653,0.08235294117647059,0.9921568627450981,0.013270525713627922,3510
S2p01T5R1.tif,6,206765,2905.5247794143543,260.3413167960559,1.5684773069716396,0.9959776361199686,14895.672754818108,104.76433148743743,7.0,230.0,93.43449810170966,16.0,216.0,79.97623388871425,7.0,199.0,39.97572700444046,6.740984704583507,86.9450032795955,2.48474247813177,-24.053105145115772,32.686957155210166,9.43977818104177,-28.032508137694823,50.08722912091219,0.2416899412707693,0.0,0.9971264367816092,0.26875029873026807,0.0,0.9363636363636363,0.4150688642927488,0.08235294117647059,0.9019607843137255,79.0,107.0,131.0,104.76433148743743,37.53775612223806,7.0,230.0,68.0,95.0,119.0,93.43449810170966,35.47699950523198,16.0,216.0,52.0,79.0,104.0,79.97623388871425,34.89431513311227,7.0,199.0,29.93564847400833,41.350879555534235,50.46650646404353,39.97572700444046,14.76860596961614,6.740984704583507,86.9450032795955,2.6821090325885866,5.186404181634963,8.300886994359741,5.86846390827587,4.105509957247155,9.491896379998366e-05,32.686957155210166,-5.271317622261809,-3.1826068444339715,-1.528722931441684,-3.7087572698403357,4.105509957247155,-24.053105145115772,-1.198410126690419e-05,5.956239946456332,10.531150452382644,15.627510002371503,11.510925770158826,7.381964780317406,5.4265610149872856e-05,50.08722912091219,-4.385441356231667,-3.245437805325102,-1.5585540211728421,-3.336894466433266,7.381964780317406,-28.032508137694823,-0.00012655321290910848,0.07232704402515723,0.12403100775193793,0.19444444444444442,0.2462343776360101,0.293855837430988,0.0030864197530864196,0.9971264367816092,0.15384615384615385,0.244186046511628,0.35937500000000006,0.26890766495501384,0.1513225655959282,0.005376344086021487,0.9363636363636363,0.3176470588235294,0.4235294117647059,0.5137254901960784,0.4150688642927488,0.14484279652759396,0.08235294117647059,0.9019607843137255,0.011710262877913142,3319
S2p01T5R1.tif,7,192425,3131.6728367227606,257.98088719210415,-1.5225922871419888,0.9966011580137156,12698.455187831656,115.72325841236845,10.0,251.0,96.6403689749253,16.0,238.0,87.08053527348318,5.0,227.0,42.109965368693715,6.740984704583507,94.74679985805277,6.335171799607761,-19.83926733947497,34.78331549973102,8.41405878533586,-30.10996264445065,52.96532191980403,0.24453390242863143,0.0,0.9967948717948718,0.275189858920502,0.0,0.9600000000000001,0.45598724229200566,0.08235294117647059,0.984313725490196,86.0,117.0,146.0,115.72325841236845,41.94897021565558,10.0,251.0,69.0,96.0,123.0,96.6403689749253,38.74815221476682,16.0,238.0,58.0,86.0,113.0,87.08053527348318,37.74668086129588,5.0,227.0,30.97329697152888,42.73204059317374,53.28012981412782,42.109965368693715,16.01288660787987,6.740984704583507,94.74679985805277,4.586281482380439,7.593720181769736,10.731240912022766,7.868948425284338,4.320102143862499,0.00010191731475428512,34.78331549973102,-5.024072743115601,-2.987458659748879,-1.3072777237928683,-3.4737482386593728,4.320102143862499,-19.83926733947497,-1.198410126690419e-05,5.431184064136746,9.52863342926964,13.928425727648996,10.243580091270251,6.412830193817546,0.0004266997543522777,52.96532191980403,-4.283721490797909,-2.898689140780064,-1.3425132945312446,-3.0808829227877252,6.412830193817546,-30.10996264445065,-7.426851281744362e-05,0.04609929078014178,0.07462686567164177,0.18421052631578952,0.2510145589379399,0.3413964837375537,0.0026455026455026362,0.9967948717948718,0.1714285714285715,0.2564102564102565,0.35714285714285715,0.2752900033936087,0.1409549565900955,0.005747126436781588,0.9600000000000001,0.3411764705882353,0.4627450980392157,0.5725490196078431,0.45598724229200566,0.16251097558519492,0.08235294117647059,0.984313725490196,0.014995797868642625,3559
S2p01T5R1.tif,8,230086,3226.310528098627,343.7508561589984,1.5526939890556075,0.9943077617821376,13407.714205909702,140.03851603313544,7.0,255.0,114.86193857948767,16.0,246.0,97.0680441226324,1.0,226.0,49.80108424896767,6.740984704583507,97.06863870073894,7.375609172523384,-20.178341920973537,44.827109615120015,13.588173665652812,-22.8651220177146,60.48553446145287,0.14300810981150613,0.0,0.997716894977169,0.31853175889290963,0.0,0.9935897435897436,0.5502620247876625,0.08235294117647059,1.0,108.0,145.0,176.0,140.03851603313544,47.7000281423681,7.0,255.0,85.0,118.0,147.0,114.86193857948767,43.00019337220079,16.0,246.0,66.0,100.0,127.0,97.0680441226324,39.85220792706271,1.0,226.0,38.1669398768789,51.77692912870919,63.127466367600434,49.80108424896767,17.505858283678016,6.740984704583507,97.06863870073894,5.3159461605722935,7.984539929566214,10.726295284312792,8.274046300770191,4.243637522592294,0.0002749062897322574,44.827109615120015,-4.184786468604387,-2.473963321611289,-1.128862473584281,-2.8697706852025835,4.243637522592294,-20.178341920973537,-0.0002517493492837364,9.375526678163194,14.437627244206672,19.489539986018926,14.728181777003769,7.5303956706751345,0.00037840409140565967,60.48553446145287,-4.247437405063687,-2.975983240835406,-1.4395723975681896,-3.1104952026137753,7.5303956706751345,-22.8651220177146,-0.00043746706308578354,0.057471264367816084,0.0729166666666667,0.08974358974358981,0.14475330802636996,0.2293127092817712,0.0018115942028985503,0.997716894977169,0.21645021645021642,0.3068181818181819,0.40625,0.31864116429775613,0.1457951080904075,0.005405405405405387,0.9935897435897436,0.42745098039215684,0.5686274509803921,0.6901960784313725,0.5502620247876625,0.18552107647642363,0.08235294117647059,1.0,0.016083870578542485,3160
S2p01T5R1.tif,9,221833,3076.3673737171316,575.6253996709463,1.4658273095576542,0.982338577831679,14442.23624667915,109.42935000653645,7.0,248.0,90.21706418792515,16.0,234.0,88.39492320799881,7.0,222.0,39.59411253977179,6.740984704583507,93.43771124797664,7.771145624341276,-20.604234633683937,36.74203532166198,4.009425226226111,-36.07374100701195,51.23423451893927,0.42091820113372586,0.0,0.9969135802469136,0.23685935661129073,0.0,0.9533333333333334,0.4313673693591973,0.08235294117647059,0.9725490196078431,77.0,106.0,141.0,109.42935000653645,43.92845465052876,7.0,248.0,59.0,86.0,118.0,90.21706418792515,40.36831283639093,16.0,234.0,59.0,86.0,115.0,88.39492320799881,38.639713999899925,7.0,222.0,27.137244249511646,38.56416618599198,51.70859881553744,39.59411253977179,16.805905430970302,6.740984704583507,93.43771124797664,5.2162147697907555,7.850616321676052,10.546071877739427,8.04970670097036,3.9291285966056018,0.0008885158393479031,36.74203532166198,-2.768252751074354,-1.3774152562737174,-0.5711255776620384,-1.9817931873184824,3.9291285966056018,-20.604234633683937,-0.0002517493492837364,3.0383940813538235,6.180247472309891,10.268851343172653,7.265680930492822,5.541951727474556,5.4265610149872856e-05,51.23423451893927,-4.482818321474779,-3.2241231872323084,-1.5667263626947037,-3.348610244817916,5.541951727474556,-36.07374100701195,-0.0001989781129863033,0.0427350427350427,0.09393939393939395,0.9102564102564102,0.437951958500494,0.42419951013540325,0.002688172043010743,0.9969135802469136,0.14388489208633085,0.21387283236994226,0.30399999999999994,0.236928779874249,0.1268547550883523,0.005263157894736823,0.9533333333333334,0.3058823529411765,0.4156862745098039,0.5529411764705883,0.4313673693591973,0.1705297716494946,0.08235294117647059,0.9725490196078431,0.013364943486337755,3181
S2p01T5R1.tif,10,125523,3201.266787005517,206.09621285880286,0.0569910306935278,0.9979254829960613,10568.172829156498,83.93873632720697,11.0,229.0,76.77451941078527,17.0,222.0,65.34703600137027,13.0,219.0,32.62344469187661,6.740984704583507,88.64830015942249,0.9486072369474494,-19.39780633170715,31.804718720913172,7.8790262558026205,-24.09970871864524,38.60066860433542,0.2509020784313324,0.0,0.9964539007092198,0.24560891419353936,0.0,0.8421052631578947,0.33272286791280964,0.08235294117647059,0.8980392156862745,60.0,84.0,107.0,83.93873632720697,33.485333856623406,11.0,229.0,55.0,76.0,97.0,76.77451941078527,30.97800808056155,17.0,222.0,43.0,61.0,82.0,65.34703600137027,30.282889536796237,13.0,219.0,23.48096329552,32.85496479166314,41.76042951820382,32.62344469187661,13.350389407713859,6.740984704583507,88.64830015942249,1.8041707887979652,3.8244886588089946,6.53160614730014,4.612012684920759,3.5942527024883226,0.0002749062897322574,31.804718720913172,-4.930331851330738,-3.0254570907555234,-1.4548777381871991,-3.452979195500057,3.5942527024883226,-19.39780633170715,-0.00033874617155760234,4.782121632494729,9.252629206838492,13.273250023724547,9.333735341680377,5.5519998275797136,0.00018676829477426438,38.60066860433542,-3.400361727937673,-1.9683395771552148,-0.9231551305393049,-2.3818715225974,5.5519998275797136,-24.09970871864524,-0.0001989781129863033,0.08888888888888895,0.14351851851851852,0.20370370370370372,0.25775231072811455,0.2947754211371821,0.0034013605442176995,0.9964539007092198,0.1604938271604938,0.2410714285714286,0.32142857142857145,0.24602050654214366,0.11402843890051481,0.006172839506172818,0.8421052631578947,0.24313725490196078,0.3333333333333333,0.4196078431372549,0.33272286791280964,0.1300594567485714,0.08235294117647059,0.8980392156862745,0.01412320816617285,3138
S2p01T5R1.tif,11,190801,2981.9119229101475,283.86484683021075,-1.3953958041751713,0.9954585881862594,9941.410239740986,135.7154679482812,10.0,252.0,111.38089947117678,16.0,237.0,92.46382356486602,2.0,232.0,48.38876209165151,6.740984704583507,94.11347830185584,6.9173154003196125,-22.77284497335319,38.40280667269891,14.201245803181886,-31.330481785727994,57.55999349950238,0.13962481543533678,0.0,0.9976190476190476,0.3315718419309567,0.0,0.9869281045751634,0.533086653983295,0.08235294117647059,0.9882352941176471,108.0,137.0,167.0,135.7154679482812,44.7104283780605,10.0,252.0,85.0,113.0,139.0,111.38089947117678,40.22138095992751,16.0,237.0,64.0,92.0,120.0,92.46382356486602,38.48091836758004,2.0,232.0,38.3098296496288,49.26276586942723,59.746459142835064,48.38876209165151,16.38782979011626,6.740984704583507,94.11347830185584,4.833165097334419,7.839156428428029,11.042227524131699,8.226284585527132,4.624801628840164,0.00042730903540566523,38.40280667269891,-4.36994366559467,-2.5351830156689346,-1.1232645611538583,-2.9303592770110516,4.624801628840164,-22.77284497335319,-0.0004300659017519859,9.584148971618916,14.512282162675161,20.014064041555763,15.110709207743083,7.756132195491406,5.4265610149872856e-05,57.55999349950238,-4.2730741514948045,-2.868515440685959,-1.383101611483173,-3.0729360876232747,7.756132195491406,-31.330481785727994,-7.426851281744362e-05,0.05820105820105819,0.07677902621722844,0.10162601626016256,0.1411008946260835,0.21927450834497214,0.0025252525252525346,0.9976190476190476,0.22535211267605632,0.3160621761658032,0.4248704663212435,0.3316552767834239,0.14857324867649488,0.005813953488372237,0.9869281045751634,0.4235294117647059,0.5372549019607843,0.6549019607843137,0.533086653983295,0.17413749819388896,0.08235294117647059,0.9882352941176471,0.02426020795476784,2824
